ID,Year,Authors,Date,Completion,Study site,Latitude,Longitude,Lat zone,Ocean Basin,Study environment,Age of reef,Age category,Substrate type,Rugosity,Vertical relief,Openings,Material type,Shape of reef,General Reef Type,Specific Reef Type,Experimental group,N,Size of reef,Size of reef units,Control pre or post AR,Size of plot ,Plot size units,Volume of plot,Depth,Depth units,Distance offshore,Distance offshore units,Purpose of reef,Method of data collection,Month,Season,Averageable,Duration,Fish Abundance,Abundance units,Fish Biomass,Biomass units,Fish Species Richness,Species Richness units,Paper conclusion,Number of metrics
19,1999,,,Y,,4.20266,73.50592,,Indian Ocean,Offshore,3.164383843,New,Sand,Low rugosity,Low vertical relief,No openings,Metal,Fence,Non-designed ,Chain link fence,Experimental,1,0.18795,m3,NA,50,m2,50,1.15,m,2.4,km,Research,Underwater visual census,,,,,62.26412472,,,,,,,1
19,1999,,,Y,,4.20266,73.50592,,Indian Ocean,Offshore,NA,Established,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1,0,m3,NA,50,m2,50,1.15,m,2.4,km,Natural,Underwater visual census,,,,,33.9622891,,,,,,,1
19,1999,,,Y,,4.20266,73.50592,,Indian Ocean,Offshore,NA,Established,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1,0,m3,NA,50,m2,50,1.15,m,2.4,km,Natural,Underwater visual census,,,,,25.47163586,,,,,,,1
19,1999,,,Y,,4.20266,73.50592,,Indian Ocean,Offshore,NA,Established,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1,0,m3,NA,50,m2,50,1.15,m,2.4,km,Natural,Underwater visual census,,,,,15.56601768,,,,,,,1
19,1999,,,Y,,4.20266,73.50592,,Indian Ocean,Offshore,NA,Established,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1,0,m3,NA,50,m2,50,1.15,m,2.4,km,Natural,Underwater visual census,,,,,18.39616346,,,,,,,1
19,1999,,,Y,,4.20266,73.50592,,Indian Ocean,Offshore,NA,Established,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1,0,m3,NA,50,m2,50,1.15,m,2.4,km,Natural,Underwater visual census,,,,,22.64149008,,,,,,,1
19,1999,,,Y,,4.20266,73.50592,,Indian Ocean,Offshore,NA,Established,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1,0,m3,NA,50,m2,50,1.15,m,2.4,km,Natural,Underwater visual census,,,,,9.905618172,,,,,,,1
19,1999,,,Y,,4.20266,73.50592,,Indian Ocean,Offshore,NA,Established,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1,0,m3,NA,50,m2,50,1.15,m,2.4,km,Natural,Underwater visual census,,,,,24.05656297,,,,,,,1
19,1999,,,Y,,4.20266,73.50592,,Indian Ocean,Offshore,NA,Established,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1,0,m3,NA,50,m2,50,1.15,m,2.4,km,Natural,Underwater visual census,,,,,22.64149008,,,,,,,1
19,1999,,,Y,,4.20266,73.50592,,Indian Ocean,Offshore,NA,Established,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1,0,m3,NA,50,m2,50,1.15,m,2.4,km,Natural,Underwater visual census,,,,,16.98109057,,,,,,,1
19,1999,,,Y,,4.20266,73.50592,,Indian Ocean,Offshore,NA,Established,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1,0,m3,NA,50,m2,50,1.15,m,2.4,km,Natural,Underwater visual census,,,,,19.81134431,,,,,,,1
19,1999,,,Y,,4.20266,73.50592,,Indian Ocean,Offshore,NA,Established,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1,0,m3,NA,50,m2,50,1.15,m,2.4,km,Natural,Underwater visual census,,,,,15.56601768,,,,,,,1
19,1999,,,Y,,4.20266,73.50592,,Indian Ocean,Offshore,NA,Established,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1,0,m3,NA,50,m2,50,1.15,m,2.4,km,Natural,Underwater visual census,,,,,16.98109057,,,,,,,1
19,1999,,,Y,,4.20266,73.50592,,Indian Ocean,Offshore,NA,Established,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1,0,m3,NA,50,m2,50,1.15,m,2.4,km,Natural,Underwater visual census,,,,,18.39616346,,,,,,,1
20,1989,"Hueckel, Buckley, et al",5/5/2023,Y,"Puget Sound, Washington ",47.7237,-122.4713,,North Pacific,Offshore,2,New,Sand,Low rugosity,High vertical relief,No openings,Rock,Boulders,Rubble and rocks,Bolder ,Experimental,14,8610,m3,NA,100,m2,100,12.2,m,1,km,Mitigation,Underwater visual census,,,,,344.3,,,,,,,1
20,1989,,,Y,,47.7237,-122.4713,,North Pacific,Offshore,NA,Established,Sand,High rugosity,Low vertical relief,No openings,Rock,Rubble,Rubble and rocks,Rocky bottom,NA,7,NA,m3,NA,100,m2,100,12.2,m,1,km,Natural,Underwater visual census,,,,,10.5,,,,,,,1
20,1989,,,Y,,47.7237,-122.4713,,North Pacific,Offshore,NA,Established,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,7,NA,m3,NA,100,m2,100,12.2,m,1,km,Natural,Underwater visual census,,,,,5.1,,,,,,,1
21,2023,"Dickson, Franken, et al",9/22/2024,Y,"Wadden Sea, Netherland",53.296,5.0683,,North Atlantic,Offshore,,New,Sand,High rugosity,High vertical relief,With openings,Wood,Pyramid,Designed reefs,Pear tree,Experimental,32,3,m3,NA,1,m2,1,3,m,NA,NA,Research,Fish traps,,,,,10,,,,,,,1
21,2023,,,Y,,53.296,5.0683,,North Atlantic,Offshore,NA,Established,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,32,3,m3,NA,1,m2,1,3,m,NA,NA,Natural,Fish traps,,,,,2.9,,,,,,,1
22,2023,"Knoester, Rienstra, et al",9/22/2024,Y,"Wasini Island, Kenya ",-4.659,39.381,,Indian Ocean,Offshore,,,Rocks,High rugosity,Low vertical relief,No openings,,,,Concrete disk with glass bottles,Experimental,10,16,m3,,1,m2,1,8,,,,Research,Underwater visual census,,,,,0.4513,,38.019,,21.833,,,
22,2023,,,Y,,-4.659,39.381,,Indian Ocean,Offshore,,,Rocks,Low rugosity,High vertical relief,With openings,,,,Metal cage,Experimental,10,16,m3,,1,m2,1,8,,,,Research,Underwater visual census,,,,,1.1557,,67.608,,22.8796,,,
22,2023,,,Y,,-4.659,39.381,,Indian Ocean,Offshore,,,Rocks,High rugosity,Low vertical relief,With openings,Concrete,Layered,Designed reefs,Layered cake,Experimental,10,16,m3,,1,m2,1,8,,,,Research,Underwater visual census,,,,,0.7135,,50.699,,21.7801,,,
22,2023,,,Y,,-4.659,39.381,,Indian Ocean,Offshore,,,Rocks,High rugosity,High vertical relief,With openings,Concrete,,,"Combination bottle, cage, and layered",Experimental,10,16,m3,,1,m2,1,8,,,,Research,Underwater visual census,,,,,0.6718,,75.8578,,23.7173,,,
22,2023,,,Y,,-4.659,39.381,,Indian Ocean,Offshore,,,Rocks,Control,Control,Control,Natural,Natural,Bare,Bare rock,Control,10,16,m3,,1,m2,1,8,,,,Natural,Underwater visual census,,,,,0.098,,7.5858,,13.2984,,,
23,2022,"Yuan, Chen, et al",9/22/2024,Y,"Daya Bay, China",22.568,114.632,,North Pacific,Offshore,,,Sand,Low rugosity,High vertical relief,With openings,Concrete,Cube,Designed reefs,Concrete cubes,Experimental,1829,45,m3,,1,m2,1,,,,,,Trawl net,November,,X,,,,,,5.95,,,
23,2022,,,Y,,22.568,114.632,,North Pacific,Offshore,,,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1829,45,m3,,1,m2,1,,,,,,Trawl net,November,,X,,,,,,2.76,,,
23,2022,,,Y,,22.568,114.632,,North Pacific,Offshore,,,Sand,Low rugosity,High vertical relief,With openings,Concrete,Cube,Designed reefs,Concrete cubes,Experimental,1829,45,m3,,1,m2,1,,,,,,Gill net,November,,X,,,,,,8.95,,,
23,2022,,,Y,,22.568,114.632,,North Pacific,Offshore,,,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1829,45,m3,,1,m2,1,,,,,,Gill net,November,,X,,,,,,8.95,,,
23,2022,,,Y,,22.568,114.632,,North Pacific,Offshore,,,Sand,Low rugosity,High vertical relief,With openings,Concrete,Cube,Designed reefs,Concrete cubes,Experimental,1829,45,m3,,1,m2,1,,,,,,Trawl net,July,,X,,,,,,17.96,,,
23,2022,,,Y,,22.568,114.632,,North Pacific,Offshore,,,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1829,45,m3,,1,m2,1,,,,,,Trawl net,July,,X,,,,,,20.92,,,
23,2022,,,Y,,22.568,114.632,,North Pacific,Offshore,,,Sand,Low rugosity,High vertical relief,With openings,Concrete,Cube,Designed reefs,Concrete cubes,Experimental,1829,45,m3,,1,m2,1,,,,,,Gill net,July,,X,,,,,,9.02,,,
23,2022,,,Y,,22.568,114.632,,North Pacific,Offshore,,,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1829,45,m3,,1,m2,1,,,,,,Gill net,July,,X,,,,,,3.87,,,
23,2022,,,Y,,22.568,114.632,,North Pacific,Offshore,,,Sand,Low rugosity,High vertical relief,With openings,Concrete,Cube,Designed reefs,Concrete cubes,Experimental,1829,45,m3,,1,m2,1,,,,,,Trawl net,August,,X,,,,,,21.06,,,
23,2022,,,Y,,22.568,114.632,,North Pacific,Offshore,,,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1829,45,m3,,1,m2,1,,,,,,Trawl net,August,,X,,,,,,17.86,,,
23,2022,,,Y,,22.568,114.632,,North Pacific,Offshore,,,Sand,Low rugosity,High vertical relief,With openings,Concrete,Cube,Designed reefs,Concrete cubes,Experimental,1829,45,m3,,1,m2,1,,,,,,Gill net,August,,X,,,,,,10.99,,,
23,2022,,,Y,,22.568,114.632,,North Pacific,Offshore,,,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1829,45,m3,,1,m2,1,,,,,,Gill net,August,,X,,,,,,3.9,,,
23,2022,,,Y,,22.568,114.632,,North Pacific,Offshore,,,Sand,Low rugosity,High vertical relief,With openings,Concrete,Cube,Designed reefs,Concrete cubes,Experimental,1829,45,m3,,1,m2,1,,,,,,Trawl net,November,,X,,,,,,22,,,
23,2022,,,Y,,22.568,114.632,,North Pacific,Offshore,,,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1829,45,m3,,1,m2,1,,,,,,Trawl net,November,,X,,,,,,10.88,,,
23,2022,,,Y,,22.568,114.632,,North Pacific,Offshore,,,Sand,Low rugosity,High vertical relief,With openings,Concrete,Cube,Designed reefs,Concrete cubes,Experimental,1829,45,m3,,1,m2,1,,,,,,Gill net,November,,X,,,,,,13,,,
23,2022,,,Y,,22.568,114.632,,North Pacific,Offshore,,,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1829,45,m3,,1,m2,1,,,,,,Gill net,November,,X,,,,,,2.94,,,
23,2022,,,Y,,22.568,114.632,,North Pacific,Offshore,,,Sand,Low rugosity,High vertical relief,With openings,Concrete,Cube,Designed reefs,Concrete cubes,Experimental,1829,45,m3,,1,m2,1,,,,,,Trawl net,January,,X,,,,,,13.88,,,
23,2022,,,Y,,22.568,114.632,,North Pacific,Offshore,,,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1829,45,m3,,1,m2,1,,,,,,Trawl net,January,,X,,,,,,17.91,,,
23,2022,,,Y,,22.568,114.632,,North Pacific,Offshore,,,Sand,Low rugosity,High vertical relief,With openings,Concrete,Cube,Designed reefs,Concrete cubes,Experimental,1829,45,m3,,1,m2,1,,,,,,Gill net,January,,X,,,,,,17.03,,,
23,2022,,,Y,,22.568,114.632,,North Pacific,Offshore,,,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1829,45,m3,,1,m2,1,,,,,,Gill net,January,,X,,,,,,13,,,
24,2022,"Williams, Williams, et al",9/22/2024,Y,"Palos Verdes, California",33.6925,-118.3974,,North Pacific,Offshore,,,Sand,Low rugosity,High vertical relief,No openings,Rock,Boulders,Boulders and rubble,Bolder ,Experimental,,,,,0.01,m2,100,,,,,,Underwater visual census,,,,,94.7,,6.11,,,,,
24,2022,,,Y,,33.6925,-118.3974,,North Pacific,Offshore,,,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,,,,,0.01,m2,100,,,,,,Underwater visual census,,,,,5.18,,0.84,,,,,
25,2022,"van Elden, Meeuwig, et al",9/22/2024,Y,"Dampier, Australia",-17.916,116.636,,South Pacific,Offshore,,,Sand,Low rugosity,High vertical relief,No openings,Metal,Oil rig,Oil rig,Oil platform,Experimental,1125,1,,,1,m2,1,,,,,,BRUV,,Fall,X,,,,3.0439,,4.6879,,,
25,2022,,,Y,,-17.916,116.636,,South Pacific,Offshore,,,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1125,1,,,1,m2,1,,,,,,BRUV,,Fall,X,,,,3.826,,4.3526,,,
25,2022,,,Y,,-17.916,116.636,,South Pacific,Offshore,,,Sand,Low rugosity,High vertical relief,No openings,Metal,Oil rig,Oil rig,Oil platform,Experimental,1125,1,,,1,m2,1,,,,,,BRUV,,Fall,X,,23.37760412,,3.6068,,4.26,,,
25,2022,,,Y,,-17.916,116.636,,South Pacific,Offshore,,,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,1125,1,,,1,m2,1,,,,,,BRUV,,Fall,X,,20.77782098,,4.16,,5.8092,,,
25,2022,,,Y,,-17.916,116.636,,South Pacific,Offshore,,,Sand,Low rugosity,High vertical relief,No openings,Metal,Oil rig,Oil rig,Oil platform,Experimental,1125,1,,,1,m2,1,,,,,,BRUV,,Spring,X,,17.48235762,,3.4447,,3.52,,,
25,2022,,,Y,,-17.916,116.636,,South Pacific,Offshore,,,Sand,Control,Control,Control,Natural,Natural,Bare,Oil platform,Control,1125,1,,,1,m2,1,,,,,,BRUV,,Spring,X,,14.31528504,,3.95992,,3.9133,,,
26,2022,"Schramm, Marnane, et al",9/23/2024,Y,"Thevenard Island, Western Australia",-21.4634,116.0236,,South Pacific,Offshore,,,Sand,Low rugosity,Low vertical relief,No openings,Concrete,Tube,Pipeline,Pipeline,Experimental,,250,,,0.004,m2,70,,,,,,ROV,,,,,54.4105,,6.6801,,8.3217,,,
26,2022,,,Y,,-21.4634,116.0236,,South Pacific,Offshore,,,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,,250,,,0.004,m2,70,,,,,,ROV,,,,,5.0946,,0.3354,,1.01973,,,
27,2020,"Chowdhury, Hossain, et al",9/23/2024,Y,"Kutubdia, Bangladesh",21.8172,91.8402,,Indian Ocean,Offshore,,,Sand,Low rugosity,Low vertical relief,With openings,Concrete,Ring,Designed reefs,Concrete ring reef,Experimental,123,,,,1,,1,,,,,,Underwater visual census,,,X,,1057.3426,,0.6209,,,,,
27,2020,,,Y,,21.8172,91.8402,,Indian Ocean,Offshore,,,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,,,,,1,,1,,,,,,Underwater visual census,,,X,,631.4682,,0.3944,,,,,
27,2020,,,Y,,21.8172,91.8402,,Indian Ocean,Offshore,,,Sand,Low rugosity,Low vertical relief,With openings,Concrete,Ring,Designed reefs,Concrete ring reef,Experimental,123,,,,1,,1,,,,,,Underwater visual census,,,X,,782.2168,,0.6168,,,,,
27,2020,,,Y,,21.8172,91.8402,,Indian Ocean,Offshore,,,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,,,,,1,,1,,,,,,Underwater visual census,,,X,,425.874,,0.25594,,,,,
27,2020,,,Y,,21.8172,91.8402,,Indian Ocean,Offshore,,,Sand,Low rugosity,Low vertical relief,With openings,Concrete,Ring,Designed reefs,Concrete ring reef,Experimental,123,,,,1,,1,,,,,,Underwater visual census,,,X,,709.79023,,1.3384,,,,,
27,2020,,,Y,,21.8172,91.8402,,Indian Ocean,Offshore,,,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,,,,,1,,1,,,,,,Underwater visual census,,,X,,298.6013,,1.01119,,,,,
27,2020,,,Y,,21.8172,91.8402,,Indian Ocean,Offshore,,,Sand,Low rugosity,Low vertical relief,With openings,Concrete,Ring,Designed reefs,Concrete ring reef,Experimental,123,,,,1,,1,,,,,,Underwater visual census,,,X,,1874.825,,1.87133,,,,,
27,2020,,,Y,,21.8172,91.8402,,Indian Ocean,Offshore,,,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,,,,,1,,1,,,,,,Underwater visual census,,,X,,1091.608,,0.8811,,,,,
28,2018,"Bond, Partridge, et al",9/23/2024,Y,"Dampier, Australia",-19.74564,115.7367,,South Pacific,Offshore,,,Sand,Low rugosity,Low vertical relief,No openings,Concrete,Tube,Pipeline,Pipeline,Experimental,21,,,,1,,1,,,,,,BRUV,,,,,20.38,,16.82,,6.48,,,
28,2018,,,Y,,-19.74564,115.7367,,South Pacific,Offshore,,,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,49,,,,1,,1,,,,,,BRUV,,,,,10.97,,10.58,,4.81,,,
29,2017,"Streich, Ajemian, et al",9/23/2024,Y,"Port Aransas, Texas",27.4,-97,,North Atlantic,Offshore,,,Sand,High rugosity,High vertical relief,With openings,Concrete,Pyramid,Designed reefs,Concrete pyramids,Experimental,,,,,1,,1,,,,,,Vertical line fishing,,,,,0.083,,,,,,,
29,2017,,,Y,,27.4,-97,,North Atlantic,Offshore,,,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,,,,,1,,1,,,,,,Vertical line fishing,,,,,3.636,,,,,,,
29,2017,,,Y,,27.4,-97,,North Atlantic,Offshore,,,Sand,High rugosity,High vertical relief,With openings,Concrete,Pyramid,Designed reefs,Concrete pyramids,Experimental,,,,,1,,1,,,,,,Fish traps,,,,,0.09,,,,,,,
29,2017,,,Y,,27.4,-97,,North Atlantic,Offshore,,,Sand,Control,Control,Control,Natural,Natural,Bare,Bare sand,Control,,,,,1,,1,,,,,,Fish traps,,,,,1.077,,,,,,,
